objectId,createdAt,updatedAt,ACL,name,state
CF2j7RX9GE,Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),null,Stockton University,guyc8YXmky
CFNBmPBJZV,Thu Dec 19 2019 08:32:52 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:52 GMT-0600 (Central Standard Time),null,Nebraska Indian Community College,tzneoBLCWk
CFTfI5LJWH,Thu Dec 19 2019 08:33:16 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:16 GMT-0600 (Central Standard Time),null,Pacific School of Religion,UzpfDxugnp
CHMRdWudAE,Thu Dec 19 2019 08:33:05 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:05 GMT-0600 (Central Standard Time),null,Wayne Community College,J40rCTCdyA
CHXb4mzeJW,Thu Dec 19 2019 08:33:15 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:15 GMT-0600 (Central Standard Time),null,California State University San Marcos,UzpfDxugnp
CIGXl56oHl,Thu Dec 19 2019 08:33:24 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:24 GMT-0600 (Central Standard Time),null,"University of Guam, Mangilao",LXHkAi0CoQ
CIVZGiq7OU,Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),null,University of Houstonâ€“Victoria,WJfKBdeYC9
CLGsN588Aj,Thu Dec 19 2019 08:33:20 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:20 GMT-0600 (Central Standard Time),null,New Mexico Western College (1949â€“1963),XgA7lyFnvc
CLa4362GLF,Thu Dec 19 2019 08:33:01 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:01 GMT-0600 (Central Standard Time),null,River Parishes Community College - Gonzales,Us2YmobhyD
CML0jMuCz9,Thu Dec 19 2019 08:32:50 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:50 GMT-0600 (Central Standard Time),null,Ferris State University,FqjDwsbDyy
CMLdf19CxW,Thu Dec 19 2019 08:33:18 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:18 GMT-0600 (Central Standard Time),null,New Saint Andrews College,q3YCY7F92t
CNMSUoi1JE,Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),null,Middlebury College,A0Y1TfBNfL
COWoTsF5tF,Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),null,Austin Graduate School of Theology,WJfKBdeYC9
CPET4ANE7o,Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),null,"Meharry Medical College, Nashville",hLCeTRtc1S
CSNzqrx3vx,Thu Dec 19 2019 08:33:17 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:17 GMT-0600 (Central Standard Time),null,University of Colorado Denver,yXtC2WwYuQ
CSlCMCMNng,Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),null,Hawkeye Community College,DjJxhPBWjX
CYBu7E2p6q,Thu Dec 19 2019 08:32:42 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:42 GMT-0600 (Central Standard Time),null,Dutchess Community College,F5X764CJtI
CYWGYXlnAE,Thu Dec 19 2019 08:33:22 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:22 GMT-0600 (Central Standard Time),null,"Clark College, Vancouver",5TYGpvW0rm
CYp12LPZlP,Thu Dec 19 2019 08:32:58 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:58 GMT-0600 (Central Standard Time),null,Okan International University (Dania Beach),ek4N6EstVc
CaeOk7fJ9f,Thu Dec 19 2019 08:32:42 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:42 GMT-0600 (Central Standard Time),null,Nassau Community College,F5X764CJtI
CanMgxWlFv,Thu Dec 19 2019 08:32:45 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:45 GMT-0600 (Central Standard Time),null,Kutztown University of Pennsylvania,vKcIRkRCzk
CbLZFGHcy4,Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),null,Butler University,tAy4VFhYH8
CdRnIQXRXZ,Thu Dec 19 2019 08:33:24 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:24 GMT-0600 (Central Standard Time),null,"Whitman College, Walla Walla",5TYGpvW0rm
CfCFqqDLp2,Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),null,Lees-McRae College,J40rCTCdyA
Cflra3TD1P,Thu Dec 19 2019 08:33:22 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:22 GMT-0600 (Central Standard Time),null,"Spokane Community College, Spokane",5TYGpvW0rm
Cg5UYfB8OQ,Thu Dec 19 2019 08:33:17 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:17 GMT-0600 (Central Standard Time),null,Northeastern Junior College,yXtC2WwYuQ
CgfiwGSlQ9,Thu Dec 19 2019 08:33:13 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:13 GMT-0600 (Central Standard Time),null,"Eastern Arizona College, Thatcher",MlsQSaBJSP
ChZaue9yph,Thu Dec 19 2019 08:33:18 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:18 GMT-0600 (Central Standard Time),null,CollegeAmerica,yXtC2WwYuQ
CiSTWFMvjA,Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),null,McPherson College,5Y4mw952ar
CimDfjFSt6,Thu Dec 19 2019 08:32:57 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:57 GMT-0600 (Central Standard Time),null,St. Johns River State College (Palatka),ek4N6EstVc
Ck3rib6riu,Thu Dec 19 2019 08:33:15 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:15 GMT-0600 (Central Standard Time),null,"University of California, Berkeley",UzpfDxugnp
Ck9GUmKBCZ,Thu Dec 19 2019 08:33:02 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:02 GMT-0600 (Central Standard Time),null,Worâ€“Wic Community College,Gu6vtEwZH2
CkJ2HmHbzc,Thu Dec 19 2019 08:33:00 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:00 GMT-0600 (Central Standard Time),null,National College,DryAAosmLp
ClCNrGwZ4n,Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),null,Gardner-Webb University,J40rCTCdyA
CmBlEgpmVr,Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),null,University of Wisconsinâ€“Platteville,vAMOwyBdmF
CoYwzzI99l,Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),null,Hollins University,y2puBGoNlc
CpBEz4DVgW,Thu Dec 19 2019 08:32:43 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:43 GMT-0600 (Central Standard Time),null,Ursinus College,vKcIRkRCzk
Cq1pLHrudL,Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),null,Kean University,guyc8YXmky
CqTuq14iFP,Thu Dec 19 2019 08:33:02 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:02 GMT-0600 (Central Standard Time),null,Delta State University - Cleveland,4bZYw85dPD
Crgu7qYft0,Thu Dec 19 2019 08:32:59 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:59 GMT-0600 (Central Standard Time),null,Georgia Institute of Technology,JyzDlNJCrk
CsCnQ0xdG3,Thu Dec 19 2019 08:33:12 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:12 GMT-0600 (Central Standard Time),null,Randolph College,y2puBGoNlc
CsalyUweUI,Thu Dec 19 2019 08:32:39 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:39 GMT-0600 (Central Standard Time),null,Maine Maritime Academy,0rMNj9m3wF
Cu4pBkokpp,Thu Dec 19 2019 08:32:43 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:43 GMT-0600 (Central Standard Time),null,Mount Aloysius College,vKcIRkRCzk
CuKQAODDJs,Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),null,College for Creative Studies,FqjDwsbDyy
Cwa8r1ikqT,Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),null,William Penn University,DjJxhPBWjX
Cx7mlvVesq,Thu Dec 19 2019 08:33:13 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:13 GMT-0600 (Central Standard Time),null,Navajo Nation,MlsQSaBJSP
CxGvz9X5hI,Thu Dec 19 2019 08:32:58 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:58 GMT-0600 (Central Standard Time),null,Rollins College (Winter Park),ek4N6EstVc
CxR2zLbZPE,Thu Dec 19 2019 08:32:54 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:54 GMT-0600 (Central Standard Time),null,Fox Valley Technical College,vAMOwyBdmF
CyEixqaZGy,Thu Dec 19 2019 08:33:01 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:01 GMT-0600 (Central Standard Time),null,Loyola University New Orleans - New Orleans,Us2YmobhyD
D00BcsMu2q,Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),null,Northland College,vAMOwyBdmF
D0OPLriuwG,Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),null,Iowa Western Community College,DjJxhPBWjX
D0Y3M283tL,Thu Dec 19 2019 08:33:16 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:16 GMT-0600 (Central Standard Time),null,Patten University,UzpfDxugnp
D0aUX0q6ob,Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),null,Bay de Noc Community College,FqjDwsbDyy
D0ewe9WTQN,Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),null,Trevecca Nazarene University,hLCeTRtc1S
D1NZdUktFL,Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),null,University of Wisconsinâ€“Green Bay,vAMOwyBdmF
D2om9DjrC8,Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),null,White Mountains Community College,HbDfBdqpVz
D3CG1qGJj1,Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),null,University at Buffalo,F5X764CJtI
D3LNNc0Ya0,Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),null,William Paterson University,guyc8YXmky
D4xIp1pMxE,Thu Dec 19 2019 08:33:22 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:22 GMT-0600 (Central Standard Time),null,Columbia Basin College,5TYGpvW0rm
D7Y1xiXqlk,Thu Dec 19 2019 08:32:45 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:45 GMT-0600 (Central Standard Time),null,Penn State York,vKcIRkRCzk
D7r3KzkzSc,Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),null,"LeMoyne-Owen College, Memphis",hLCeTRtc1S
D7tMhokYNo,Thu Dec 19 2019 08:32:54 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:54 GMT-0600 (Central Standard Time),null,Mount Mary University,vAMOwyBdmF
D8bGWJfxjQ,Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),null,Paris Junior College,WJfKBdeYC9
DBJrvy7l6Y,Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),null,High Point University,J40rCTCdyA
DBPrE5Yz1v,Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),null,Norfolk State University,y2puBGoNlc
DBSfRsiqPa,Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),null,Community College of Vermont,A0Y1TfBNfL
DC44Nfc1ZI,Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),null,North Campus,WJfKBdeYC9
DCEJ68J6u3,Thu Dec 19 2019 08:32:58 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:58 GMT-0600 (Central Standard Time),null,Orlando Culinary Academy (Orlando),ek4N6EstVc
DEjqOBRaAR,Thu Dec 19 2019 08:32:44 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:44 GMT-0600 (Central Standard Time),null,United States Army War College,vKcIRkRCzk
DJbeGCTjlw,Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),null,University of Texas at San Antonio,WJfKBdeYC9
DQG99EZ5BG,Thu Dec 19 2019 08:32:57 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:57 GMT-0600 (Central Standard Time),null,South Florida State College (Avon Park),ek4N6EstVc
DR3A89Wpjf,Thu Dec 19 2019 08:32:56 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:56 GMT-0600 (Central Standard Time),null,University of Arkansas Community College at Hope,apc48bCakD
DSKeC59GhW,Thu Dec 19 2019 08:32:52 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:52 GMT-0600 (Central Standard Time),null,Western Nebraska Community College,tzneoBLCWk
DTGpIQJFRU,Thu Dec 19 2019 08:32:47 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:47 GMT-0600 (Central Standard Time),null,Aurora University,LgZHAdphqt
DTzLx45cQR,Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),null,Southwestern University,WJfKBdeYC9
DWaLFgKiBH,Thu Dec 19 2019 08:32:57 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:57 GMT-0600 (Central Standard Time),null,Santa Fe College (Gainesville),ek4N6EstVc
DWkUYe38lG,Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),null,Rhode Island College,NCytIHLBRt
DX6vekEWxl,Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:41 GMT-0600 (Central Standard Time),null,New Jersey Institute of Technology,guyc8YXmky
DXRtXyEWVb,Thu Dec 19 2019 08:33:10 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:10 GMT-0600 (Central Standard Time),null,Brenham Campus,WJfKBdeYC9
DZK9COLZ8m,Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),null,University of Phoenixâ€“Northwest Indiana,tAy4VFhYH8
DZc9Dn2wSG,Thu Dec 19 2019 08:32:39 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:39 GMT-0600 (Central Standard Time),null,Boston College,uQQMu3mJEd
DZmrrG5Qq0,Thu Dec 19 2019 08:33:25 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:25 GMT-0600 (Central Standard Time),null,University of Puerto Rico at Aguadilla,zueGGGFDQN
Daf12j7pHX,Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),null,Greensboro College,J40rCTCdyA
DbT1QUtPPG,Thu Dec 19 2019 08:33:21 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:21 GMT-0600 (Central Standard Time),null,Oregon Health & Science University,zzfxE1ggVI
DbXCi8ziZR,Thu Dec 19 2019 08:33:20 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:20 GMT-0600 (Central Standard Time),null,DoÃ±a Ana Community College,XgA7lyFnvc
DbZ0IuPCQx,Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),null,Lincoln Tech[35],tAy4VFhYH8
DcHOIjYJln,Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),null,Trinity Valley Community College,WJfKBdeYC9
DhDd2d34wx,Thu Dec 19 2019 08:33:16 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:16 GMT-0600 (Central Standard Time),null,Saint Mary's College of California,UzpfDxugnp
DhZw6g6zcH,Thu Dec 19 2019 08:33:05 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:05 GMT-0600 (Central Standard Time),null,"Northeastern State University – Broken Arrow, Oklahoma",y0pDG1vk4W
DiaaggFnd3,Thu Dec 19 2019 08:33:22 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:22 GMT-0600 (Central Standard Time),null,"Utah State University, Logan",kvDlk8xyD8
DkShypZTKW,Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),null,Christopher Newport University,y2puBGoNlc
Dl1RuH894s,Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:48 GMT-0600 (Central Standard Time),null,Trine University,tAy4VFhYH8
DlOndb3be2,Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:04 GMT-0600 (Central Standard Time),null,Warren Wilson College,J40rCTCdyA
DmCVeOumIE,Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),null,University of Phoenixâ€“Madison Campus,vAMOwyBdmF
DnQzvxNiTf,Thu Dec 19 2019 08:33:20 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:20 GMT-0600 (Central Standard Time),null,New Hope Christian College,zzfxE1ggVI
DoMa2GZRHX,Thu Dec 19 2019 08:32:53 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:53 GMT-0600 (Central Standard Time),null,North Central State College,0VZmSkdlu2
DofmzUL8qF,Thu Dec 19 2019 08:32:45 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:45 GMT-0600 (Central Standard Time),null,Penn State Wilkes-Barre,vKcIRkRCzk
DpyvXgHLdd,Thu Dec 19 2019 08:33:03 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:03 GMT-0600 (Central Standard Time),null,"Holmes Community College, Yazoo Center - Yazoo City",4bZYw85dPD
DrC9bG7Ata,Thu Dec 19 2019 08:33:12 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:12 GMT-0600 (Central Standard Time),null,Southside Virginia Community College,y2puBGoNlc
DsMKeGPcxB,Thu Dec 19 2019 08:33:14 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:14 GMT-0600 (Central Standard Time),null,"University of Mary, Catholic university with a satellite campus in Tempe[4]",MlsQSaBJSP
DtMLZB8EnW,Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),null,LeTourneau University,WJfKBdeYC9
DtXgUIFAob,Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),null,"Crown College, Powell",hLCeTRtc1S
DxyLXXYsOt,Thu Dec 19 2019 08:32:52 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:52 GMT-0600 (Central Standard Time),null,Northeast Community College,tzneoBLCWk
E10CWpvd6u,Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),null,St. Philip's College,WJfKBdeYC9
E14cppgiEL,Thu Dec 19 2019 08:33:19 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:19 GMT-0600 (Central Standard Time),null,Gallup,XgA7lyFnvc
E2fYWq3VAo,Thu Dec 19 2019 08:33:00 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:00 GMT-0600 (Central Standard Time),null,Kentucky Mountain Bible College,DryAAosmLp
E3J8DCZIi9,Thu Dec 19 2019 08:32:40 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:40 GMT-0600 (Central Standard Time),null,Springfield College,uQQMu3mJEd
E4LFcNu6Da,Thu Dec 19 2019 08:33:19 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:19 GMT-0600 (Central Standard Time),null,New Mexico Baptist College (1958â€“1962),XgA7lyFnvc
E4kUq47twP,Thu Dec 19 2019 08:32:39 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:39 GMT-0600 (Central Standard Time),null,Boston University,uQQMu3mJEd
E4vKYBGfij,Thu Dec 19 2019 08:33:05 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:05 GMT-0600 (Central Standard Time),null,Tri-County Community College,J40rCTCdyA
E52Jm6OHE1,Thu Dec 19 2019 08:33:05 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:05 GMT-0600 (Central Standard Time),null,"Northeastern Oklahoma A&M College – Miami, Oklahoma",y0pDG1vk4W
E63PtC49pU,Thu Dec 19 2019 08:33:02 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:02 GMT-0600 (Central Standard Time),null,"East Mississippi Community College, Golden Triangle - Mayhew",4bZYw85dPD
EA85DyJtea,Thu Dec 19 2019 08:33:25 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:25 GMT-0600 (Central Standard Time),null,University of Puerto Rico at Cayey,zueGGGFDQN
EB1ZYz8UkZ,Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),null,Corinth Campus,WJfKBdeYC9
EBisAbTpk6,Thu Dec 19 2019 08:33:13 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:13 GMT-0600 (Central Standard Time),null,"Mesa Community College, Mesa",MlsQSaBJSP
EBu2GzGDn8,Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),null,University of Rhode Island,NCytIHLBRt
ECyocrIMbm,Thu Dec 19 2019 08:33:21 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:21 GMT-0600 (Central Standard Time),null,Portland Community College,zzfxE1ggVI
EELijzuY8n,Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:55 GMT-0600 (Central Standard Time),null,Wisconsin Indianhead Technical College,vAMOwyBdmF
EF3uLtJvH3,Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:49 GMT-0600 (Central Standard Time),null,Tabor College,5Y4mw952ar
EFBZqixkzp,Thu Dec 19 2019 08:32:58 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:58 GMT-0600 (Central Standard Time),null,Millennia Atlantic University (Doral),ek4N6EstVc
EFqYl7g1EM,Thu Dec 19 2019 08:32:56 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:56 GMT-0600 (Central Standard Time),null,Cossatot Community College,apc48bCakD
EG4NEagLqL,Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),null,McMurry University,WJfKBdeYC9
EGENTMU57W,Thu Dec 19 2019 08:33:18 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:18 GMT-0600 (Central Standard Time),null,Colorado Springs[4],yXtC2WwYuQ
EH9rSKXU0F,Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:46 GMT-0600 (Central Standard Time),null,Landmark College,A0Y1TfBNfL
EHwzS97Xuj,Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:09 GMT-0600 (Central Standard Time),null,Southwestern Assemblies of God University,WJfKBdeYC9
EJaRMF4Izr,Thu Dec 19 2019 08:33:00 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:00 GMT-0600 (Central Standard Time),null,Frontier Nursing University,DryAAosmLp
EJdPz91m4o,Thu Dec 19 2019 08:33:16 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:16 GMT-0600 (Central Standard Time),null,Harvey Mudd College,UzpfDxugnp
EO4pvncOhl,Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:11 GMT-0600 (Central Standard Time),null,Institute for the Psychological Sciences,y2puBGoNlc
EPlwf6NPvp,Thu Dec 19 2019 08:33:07 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:07 GMT-0600 (Central Standard Time),null,Tennessee College of Applied Technology - Crossville,hLCeTRtc1S
EQzbvggOOJ,Thu Dec 19 2019 08:32:54 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:54 GMT-0600 (Central Standard Time),null,College of Menominee Nation,vAMOwyBdmF
ERVAZEt2LM,Thu Dec 19 2019 08:32:45 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:45 GMT-0600 (Central Standard Time),null,Penn State Altoona,vKcIRkRCzk
ERd67XcpYV,Thu Dec 19 2019 08:32:51 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:51 GMT-0600 (Central Standard Time),null,University of Missouriâ€“Kansas City,szstg9LhTE
EU29t02HCO,Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:08 GMT-0600 (Central Standard Time),null,Nashville,hLCeTRtc1S
EUC4BpFdp9,Thu Dec 19 2019 08:32:50 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:32:50 GMT-0600 (Central Standard Time),null,Trine Universityâ€“Centreville Campus,FqjDwsbDyy
EUVp4n2rJs,Thu Dec 19 2019 08:33:19 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:19 GMT-0600 (Central Standard Time),null,"Montana State University–Northern, master's university in Havre",VALrd80n3c
EUx79US7ov,Thu Dec 19 2019 08:33:24 GMT-0600 (Central Standard Time),Thu Dec 19 2019 08:33:24 GMT-0600 (Central Standard Time),null,"Northeastern University, Seattle Campus, Seattle",5TYGpvW0rm
